year,station,loc_mn,dc_mn,longitude,latitude,other_theft,arson,assault_gbh,attempted_murder,attempted_sexoff,bank_robbery,burglary_nonres,burglary_res,carjacking,commercial_crime,common_assault,common_robbery,contact_sexoff,dui,drug_crime,illegal_firearms,kidnapping,malicious_damage,murder,rape,robbery_nonres,robbery_res,cash_transit_robbery,aggr_robbery,sexual_assault,sexual_offences,police_detected_sexoff,shoplifting,stock_theft,vehicle_theft,theft_from_vehicle,truck_hijacking,contact_related_crime,crimes_against_property,contact_crime,other_serious_crimes,crimes_dependent_on_police_action_for_detention,total_crime,total_crime_excl_police,crimes_against_property_log,contact_crime_log,contact_related_crime_log,other_serious_crimes_log,crimes_dependent_on_police_action_for_detention_log,total_crime_log,total_crime_excl_police_log,treated_group,year_numeric,treatment_year,time_index,time_centered,time_centered_sq
2017/2018,bergville,okhahlamba,uthukela,29.35523,-28.73144,144,4,133,5,1,0,44,63,1,23,69,10,7,66,65,34,14,42,20,43,10,8,0,27,3,48,0,84,168,8,14,0,46,297,312,251,165,1025,860,5.697093486505405,5.746203190540153,3.8501476017100584,5.529429087511423,5.111987788356544,6.933423025730715,6.7580945044277305,0,2017,1,9,5,25
2018/2019,bergville,okhahlamba,uthukela,29.35523,-28.73144,130,8,125,19,4,0,55,65,1,23,65,15,12,90,24,24,14,47,35,54,9,9,0,24,6,71,0,59,213,18,16,0,55,367,354,212,138,1071,933,5.908082938168931,5.872117789475416,4.02535169073515,5.3612921657094255,4.9344739331306915,6.977281341630747,6.839476438228843,0,2018,1,10,6,36
2019/2020,bergville,okhahlamba,uthukela,29.35523,-28.73144,124,4,135,14,2,0,91,78,2,12,54,12,5,73,6,11,14,73,20,52,5,12,0,30,5,62,0,63,134,5,14,1,77,322,327,199,90,938,848,5.777652323222656,5.793013608384144,4.356708826689592,5.298317366548036,4.51085950651685,6.844815479208263,6.744059186311348,0,2019,1,11,7,49
2020/2021,bergville,okhahlamba,uthukela,29.35523,-28.73144,133,5,109,16,7,0,53,68,3,30,41,7,5,47,6,23,17,50,19,45,23,7,1,44,10,65,0,48,138,7,9,0,55,275,301,211,76,863,787,5.62040086571715,5.71042701737487,4.02535169073515,5.356586274672012,4.343805421853684,6.761572768804055,6.669498089857879,0,2020,1,12,8,64
2021/2022,bergville,okhahlamba,uthukela,29.35523,-28.73144,129,3,102,13,3,0,40,53,0,34,51,10,12,36,4,22,12,58,24,43,21,16,0,43,9,62,0,61,155,14,13,0,61,275,305,224,62,866,804,5.62040086571715,5.723585101952381,4.127134385045092,5.41610040220442,4.143134726391533,6.7650389767805414,6.690842277418564,0,2021,1,13,9,81
2022/2023,bergville,okhahlamba,uthukela,29.35523,-28.73144,88,2,109,13,5,0,44,51,4,38,42,15,8,12,10,15,21,44,24,40,13,5,0,32,3,52,0,52,108,6,15,0,46,224,287,178,37,726,689,5.41610040220442,5.662960480135946,3.8501476017100584,5.187385805840755,3.6375861597263857,6.588926477533519,6.536691597591305,0,2022,1,14,10,100
2008/2009,besters,alfred duma,uthukela,29.64116,-28.43673,116,1,69,10,0,0,10,68,1,1,64,12,4,2,2,3,1,28,3,22,3,3,1,36,1,25,0,0,48,0,61,4,29,187,219,117,7,530,523,5.236441962829949,5.393627546352362,3.4011973816621555,4.770684624465665,2.0794415416798357,6.274762021241939,6.261491684321042,0,2008,0,0,-4,16
2009/2010,besters,alfred duma,uthukela,29.64116,-28.43673,100,3,94,16,1,0,20,62,1,4,83,17,7,6,5,16,1,42,6,26,2,3,0,116,7,35,0,0,57,4,67,2,45,210,367,104,27,708,681,5.351858133476067,5.908082938168931,3.828641396489095,4.653960350157523,3.332204510175204,6.5638555265321274,6.525029657843462,0,2009,0,1,-3,9
2010/2011,besters,alfred duma,uthukela,29.64116,-28.43673,57,5,88,3,1,0,13,52,1,6,75,14,4,10,2,12,1,27,7,25,4,3,0,62,5,33,0,0,89,4,21,2,32,179,282,63,24,548,524,5.19295685089021,5.645446897643238,3.4965075614664802,4.1588830833596715,3.2188758248682006,6.3080984415095305,6.263398262591624,0,2010,0,2,-2,4
2011/2012,besters,alfred duma,uthukela,29.64116,-28.43673,74,1,84,11,1,0,16,43,0,3,66,9,6,12,16,7,1,38,7,22,1,3,0,38,2,25,0,0,108,1,16,2,39,184,240,77,35,536,501,5.220355825078324,5.484796933490655,3.6888794541139363,4.356708826689592,3.58351893845611,6.285998094508865,6.218600119691729,0,2011,0,3,-1,1
2012/2013,besters,alfred duma,uthukela,29.64116,-28.43673,56,0,83,13,1,0,13,44,0,2,72,14,4,12,8,14,1,42,9,15,0,6,0,22,0,18,0,0,96,3,20,7,42,176,231,58,34,499,465,5.176149732573829,5.44673737166631,3.7612001156935624,4.07753744390572,3.5553480614894135,6.214608098422191,6.144185634125646,0,2012,1,4,0,0
2013/2014,besters,alfred duma,uthukela,29.64116,-28.43673,47,3,77,4,0,0,15,52,0,3,56,2,6,5,9,3,12,32,7,21,2,8,0,29,0,21,0,0,81,3,23,4,35,174,196,50,17,437,420,5.1647859739235145,5.2832037287379885,3.58351893845611,3.9318256327243257,2.8903717578961645,6.082218910376446,6.042632833682381,0,2013,1,5,1,1
2014/2015,besters,alfred duma,uthukela,29.64116,-28.43673,72,5,80,8,1,0,7,53,2,2,67,10,7,1,1,6,12,30,11,22,5,6,0,37,2,26,0,0,67,4,22,12,35,153,239,74,8,474,466,5.0369526024136295,5.480638923341991,3.58351893845611,4.31748811353631,2.1972245773362196,6.163314804034641,6.1463292576688975,0,2014,1,6,2,4
2015/2016,besters,alfred duma,uthukela,29.64116,-28.43673,51,0,59,7,2,0,16,33,0,2,55,6,7,5,2,8,12,35,6,16,2,2,0,23,4,23,0,0,78,2,16,2,35,145,179,53,15,392,377,4.983606621708336,5.19295685089021,3.58351893845611,3.9889840465642745,2.772588722239781,5.973809611869261,5.934894195619588,0,2015,1,7,3,9
2016/2017,besters,alfred duma,uthukela,29.64116,-28.43673,76,2,65,11,2,0,17,45,1,10,62,4,4,10,6,12,12,33,5,17,7,5,0,34,0,21,5,0,93,2,14,3,35,171,202,86,33,492,459,5.147494476813453,5.313205979041787,3.58351893845611,4.465908118654584,3.5263605246161616,6.20050917404269,6.131226489483141,0,2016,1,8,4,16
2017/2018,besters,alfred duma,uthukela,29.64116,-28.43673,55,3,75,5,0,0,20,48,1,6,41,8,7,5,19,12,12,33,11,19,0,4,0,14,0,20,41,0,81,1,32,1,36,182,174,61,77,494,417,5.209486152841421,5.1647859739235145,3.6109179126442243,4.127134385045092,4.356708826689592,6.20455776256869,6.035481432524756,0,2017,1,9,5,25
2018/2019,besters,alfred duma,uthukela,29.64116,-28.43673,55,3,77,8,1,0,11,61,1,3,68,8,6,8,15,10,12,47,3,21,3,1,0,12,2,24,47,0,68,1,51,0,50,192,200,58,80,530,450,5.262690188904886,5.303304908059076,3.9318256327243257,4.07753744390572,4.394449154672439,6.274762021241939,6.111467339502679,0,2018,1,10,6,36
2019/2020,besters,alfred duma,uthukela,29.64116,-28.43673,61,2,76,5,0,0,14,49,1,2,64,9,7,0,3,2,12,48,10,13,1,0,0,10,2,16,50,0,54,1,28,1,50,146,190,63,55,454,399,4.990432586778736,5.25227342804663,3.9318256327243257,4.1588830833596715,4.02535169073515,6.12029741895095,5.991464547107982,0,2019,1,11,7,49
2020/2021,besters,alfred duma,uthukela,29.64116,-28.43673,43,0,84,2,0,0,32,64,0,9,67,6,6,0,3,2,21,48,2,17,3,1,0,10,1,18,0,0,57,1,26,0,48,180,189,52,5,426,421,5.198497031265826,5.247024072160486,3.8918202981106265,3.970291913552122,1.791759469228055,6.056784013228625,6.045005314036012,0,2020,1,12,8,64
2021/2022,besters,alfred duma,uthukela,29.64116,-28.43673,61,1,69,4,0,0,17,36,0,8,89,7,7,0,0,2,13,45,8,15,4,4,0,20,1,17,6,0,34,2,22,0,46,111,214,69,8,402,394,4.718498871295094,5.3706380281276624,3.8501476017100584,4.248495242049359,2.1972245773362196,5.998936561946683,5.978885764901122,0,2021,1,13,9,81
2022/2023,besters,alfred duma,uthukela,29.64116,-28.43673,74,0,72,3,0,0,33,39,0,15,101,8,6,0,5,9,22,33,6,23,2,3,0,10,3,26,0,0,40,3,9,2,33,124,226,89,14,453,439,4.8283137373023015,5.424950017481403,3.5263605246161616,4.499809670330265,2.70805020110221,6.118097198041348,6.0867747269123065,0,2022,1,14,10,100
2008/2009,bethal,govan mbeki,gert sibande,29.46955,-26.46098,354,3,49,5,1,0,134,94,4,39,133,31,7,55,23,3,1,103,3,16,12,0,0,54,1,19,0,47,52,59,122,11,106,461,294,440,81,1276,1195,6.135564891081739,5.68697535633982,4.672828834461906,6.089044875446846,4.406719247264253,7.152268856032539,7.086737934510577,0,2008,0,0,-4,16
2009/2010,bethal,govan mbeki,gert sibande,29.46955,-26.46098,241,3,46,5,5,1,135,143,5,47,91,21,4,44,21,6,1,78,6,14,20,6,0,51,0,21,0,86,59,57,53,2,81,447,241,374,71,1133,1062,6.104793232414985,5.488937726156687,4.406719247264253,5.926926025970411,4.276666119016055,7.033506484287697,6.968850378341948,0,2009,0,1,-3,9
2010/2011,bethal,govan mbeki,gert sibande,29.46955,-26.46098,246,2,39,1,2,0,82,52,2,39,76,15,5,49,21,3,1,64,4,13,12,3,0,47,0,18,0,61,39,41,47,15,66,261,200,346,73,880,807,5.568344503761097,5.303304908059076,4.204692619390966,5.849324779946859,4.30406509320417,6.78105762593618,6.694562058521095,0,2010,0,2,-2,4
2011/2012,bethal,govan mbeki,gert sibande,29.46955,-26.46098,262,2,53,2,1,0,44,72,1,42,81,27,9,69,24,1,1,41,4,10,16,1,0,31,4,20,2,57,39,36,64,6,43,255,218,361,96,930,834,5.545177444479562,5.389071729816501,3.784189633918261,5.8916442118257715,4.574710978503383,6.836259277277067,6.727431724850855,0,2011,0,3,-1,1
2012/2013,bethal,govan mbeki,gert sibande,29.46955,-26.46098,251,0,40,1,2,0,52,79,1,55,65,32,4,74,24,3,1,45,4,14,14,2,0,37,4,22,1,88,42,24,68,3,45,265,201,394,102,962,860,5.583496308781699,5.308267697401205,3.828641396489095,5.978885764901122,4.634728988229636,6.870053411798126,6.7580945044277305,0,2012,1,4,0,0
2013/2014,bethal,govan mbeki,gert sibande,29.46955,-26.46098,246,0,33,5,0,0,59,126,3,53,66,17,5,33,42,2,12,46,8,11,11,11,0,38,3,17,1,62,37,31,99,4,46,352,184,361,78,975,897,5.8664680569332965,5.220355825078324,3.8501476017100584,5.8916442118257715,4.3694478524670215,6.883462586413092,6.8001700683022,0,2013,1,5,1,1
2014/2015,bethal,govan mbeki,gert sibande,29.46955,-26.46098,240,1,54,5,0,0,76,126,2,47,39,21,5,26,67,2,23,35,0,14,15,5,0,34,0,17,0,76,35,28,101,0,36,366,170,363,95,994,899,5.905361848054571,5.14166355650266,3.6109179126442243,5.8971538676367405,4.564348191467836,6.902742737158593,6.802394763324311,0,2014,1,6,2,4
2015/2016,bethal,govan mbeki,gert sibande,29.46955,-26.46098,307,2,54,6,0,0,99,163,2,62,58,24,7,41,56,2,13,51,7,11,24,5,1,49,3,15,1,59,36,22,93,2,53,413,213,428,100,1154,1054,6.025865973825314,5.365976015021851,3.9889840465642745,6.061456918928017,4.61512051684126,7.051855622955894,6.961296045910167,0,2015,1,7,3,9
2016/2017,bethal,govan mbeki,gert sibande,29.46955,-26.46098,309,1,58,4,0,0,82,196,6,51,63,27,4,27,61,13,12,41,2,4,27,6,1,55,8,14,0,57,37,21,121,0,42,457,223,417,101,1198,1097,6.126869184114185,5.4116460518550396,3.7612001156935624,6.035481432524756,4.624972813284271,7.089243155027514,7.001245622069476,0,2016,1,8,4,16
2017/2018,bethal,govan mbeki,gert sibande,29.46955,-26.46098,248,2,40,5,0,0,74,178,6,46,49,16,6,50,85,0,21,34,3,11,12,0,0,30,1,12,0,50,44,20,56,2,36,372,155,344,135,1006,871,5.921578419643816,5.049856007249537,3.6109179126442243,5.84354441703136,4.912654885736052,6.914730892718563,6.77078942390898,0,2017,1,9,5,25
2018/2019,bethal,govan mbeki,gert sibande,29.46955,-26.46098,255,0,52,4,1,0,87,216,3,62,66,17,6,75,68,4,13,36,6,10,15,3,0,39,2,13,0,61,45,22,73,1,36,443,197,378,147,1165,1018,6.095824562432225,5.288267030694535,3.6109179126442243,5.937536205082426,4.997212273764115,7.061334366910438,6.926577033222725,0,2018,1,10,6,36
2019/2020,bethal,govan mbeki,gert sibande,29.46955,-26.46098,275,3,53,5,0,0,48,131,1,94,65,17,4,89,43,8,13,41,6,11,15,3,0,32,8,21,1,68,58,22,48,3,44,307,199,437,141,1084,943,5.730099782973574,5.298317366548036,3.8066624897703196,6.082218910376446,4.955827057601261,6.98933526597456,6.8501261661455,0,2019,1,11,7,49
2020/2021,bethal,govan mbeki,gert sibande,29.46955,-26.46098,182,1,35,2,1,0,57,140,6,106,68,24,7,46,21,3,21,43,5,7,9,9,0,50,4,13,1,51,26,27,58,0,44,308,197,339,71,915,844,5.733341276897746,5.288267030694535,3.8066624897703196,5.8289456176102075,4.276666119016055,6.82001636467413,6.739336627357174,0,2020,1,12,8,64
2021/2022,bethal,govan mbeki,gert sibande,29.46955,-26.46098,242,0,34,5,1,0,73,81,7,93,52,16,7,43,56,3,23,39,7,11,22,4,1,56,5,18,0,43,39,21,47,0,39,261,188,378,102,929,827,5.568344503761097,5.241747015059643,3.6888794541139363,5.937536205082426,4.634728988229636,6.835184586147301,6.71901315438526,0,2021,1,13,9,81
2022/2023,bethal,govan mbeki,gert sibande,29.46955,-26.46098,203,1,34,5,0,0,69,81,8,104,87,15,6,30,78,4,23,27,4,21,19,1,0,49,6,27,0,77,45,19,48,3,28,262,221,384,112,979,867,5.572154032177765,5.402677381872279,3.367295829986474,5.953243334287785,4.727387818712341,6.887552571664617,6.7661917146603505,0,2022,1,14,10,100
2008/2009,bethanie,rustenburg,bojanala,27.60139,-25.55175,256,10,170,10,13,0,69,140,11,7,97,30,5,21,36,8,1,72,17,70,26,50,0,140,0,86,0,2,12,24,4,0,82,249,550,265,65,1129,1064,5.521460917862246,6.311734809152915,4.418840607796598,5.583496308781699,4.189654742026425,7.029972911706386,6.970730078143525,1,2008,0,0,-4,16
2009/2010,bethanie,rustenburg,bojanala,27.60139,-25.55175,218,8,189,15,4,0,57,199,16,8,115,40,8,8,41,5,1,79,17,47,35,43,0,136,2,57,0,0,19,28,13,3,87,316,569,226,54,1165,1111,5.75890177387728,6.345636360828596,4.477336814478207,5.424950017481403,4.007333185232471,7.061334366910438,7.013915474810528,1,2009,0,1,-3,9
2010/2011,bethanie,rustenburg,bojanala,27.60139,-25.55175,190,13,204,17,2,0,65,228,7,7,112,27,10,24,68,13,1,69,13,72,33,34,0,110,1,81,0,0,6,35,25,0,82,359,564,197,105,1225,1120,5.886104031450156,6.336825731146441,4.418840607796598,5.288267030694535,4.663439094112067,7.111512116496157,7.02197642307216,1,2010,0,2,-2,4
2011/2012,bethanie,rustenburg,bojanala,27.60139,-25.55175,224,18,176,11,5,0,41,209,8,16,102,31,7,20,99,12,1,139,19,50,45,17,0,116,1,57,0,0,10,38,23,1,157,321,512,240,131,1204,1073,5.7745515455444085,6.240275845170769,5.062595033026967,5.484796933490655,4.882801922586371,7.094234845924755,6.97914527506881,1,2011,0,3,-1,1
2012/2013,bethanie,rustenburg,bojanala,27.60139,-25.55175,186,8,178,9,6,0,80,191,14,18,50,21,7,19,138,10,1,91,16,59,33,30,0,136,5,71,0,20,10,41,22,0,99,344,481,224,167,1216,1049,5.84354441703136,6.1779441140506,4.605170185988092,5.41610040220442,5.123963979403259,7.104144092987527,6.956545443151569,1,2012,1,4,0,0
2013/2014,bethanie,rustenburg,bojanala,27.60139,-25.55175,239,8,136,20,5,0,64,232,9,23,80,22,6,41,177,13,14,70,14,65,40,27,0,134,3,73,0,57,16,35,23,1,78,370,479,319,231,1399,1168,5.916202062607435,6.173786103901937,4.3694478524670215,5.768320995793772,5.44673737166631,7.24422751560335,7.063903961472068,1,2013,1,5,1,1
2014/2015,bethanie,rustenburg,bojanala,27.60139,-25.55175,352,5,168,19,2,0,59,214,6,8,82,11,7,64,232,8,17,91,26,51,33,29,0,104,2,56,0,54,16,40,21,1,96,350,466,414,304,1534,1230,5.860786223465865,6.1463292576688975,4.574710978503383,6.028278520230698,5.720311776607412,7.336285660021297,7.115582126184454,1,2014,1,6,2,4
2015/2016,bethanie,rustenburg,bojanala,27.60139,-25.55175,67,1,60,2,1,0,32,96,2,1,47,7,7,66,221,7,21,35,3,23,12,6,0,31,1,26,0,1,5,3,6,0,36,142,176,69,294,681,387,4.962844630259907,5.176149732573829,3.6109179126442243,4.248495242049359,5.68697535633982,6.525029657843462,5.961005339623274,1,2015,1,7,3,9
2016/2017,bethanie,rustenburg,bojanala,27.60139,-25.55175,91,1,51,3,1,0,43,88,1,5,36,13,6,68,213,4,21,30,5,22,4,5,0,33,2,25,0,0,13,6,3,1,31,153,166,96,285,700,415,5.0369526024136295,5.117993812416755,3.4657359027997265,4.574710978503383,5.655991810819852,6.55250788703459,6.030685260261263,1,2016,1,8,4,16
2017/2018,bethanie,rustenburg,bojanala,27.60139,-25.55175,96,2,55,7,0,0,28,66,2,2,44,6,6,76,235,3,23,20,3,24,16,4,0,36,1,25,0,2,30,0,11,0,22,135,176,100,314,725,411,4.912654885736052,5.176149732573829,3.1354942159291497,4.61512051684126,5.752572638825633,6.587550014824796,6.021023349349527,1,2017,1,9,5,25
2018/2019,bethanie,rustenburg,bojanala,27.60139,-25.55175,73,1,62,5,4,0,24,70,1,4,47,4,6,81,163,6,14,35,1,18,20,10,0,46,1,23,0,0,38,5,7,0,36,144,188,77,250,659,409,4.976733742420574,5.241747015059643,3.6109179126442243,4.356708826689592,5.5254529391317835,6.492239835020471,6.016157159698354,1,2018,1,10,6,36
2019/2020,bethanie,rustenburg,bojanala,27.60139,-25.55175,112,5,60,5,1,0,20,124,2,6,37,4,6,100,68,4,12,33,2,9,13,7,0,31,4,14,4,1,8,6,15,0,38,173,153,119,176,621,445,5.159055299214529,5.0369526024136295,3.6635616461296463,4.787491742782046,5.176149732573829,6.432940092739179,6.100318952020064,1,2019,1,11,7,49
2020/2021,bethanie,rustenburg,bojanala,27.60139,-25.55175,52,3,61,8,0,0,26,77,1,4,45,10,6,7,16,6,12,32,4,13,13,9,0,29,2,15,2,0,14,4,9,0,35,130,172,56,31,389,358,4.875197323201151,5.153291594497779,3.58351893845611,4.04305126783455,3.4657359027997265,5.966146739123692,5.883322388488279,1,2020,1,12,8,64
2021/2022,bethanie,rustenburg,bojanala,27.60139,-25.55175,89,2,77,9,4,0,10,70,3,5,67,5,6,33,58,7,23,57,0,17,14,9,0,40,0,21,3,1,16,3,6,0,59,105,219,95,101,520,419,4.663439094112067,5.393627546352362,4.0943445622221,4.564348191467836,4.624972813284271,6.255750041753367,6.040254711277414,1,2021,1,13,9,81
2022/2023,bethanie,rustenburg,bojanala,27.60139,-25.55175,131,0,88,4,2,0,24,65,3,4,87,11,7,57,115,2,23,37,2,15,8,6,0,34,1,19,21,1,12,4,8,0,37,113,245,136,195,689,494,4.736198448394496,5.5053315359323625,3.6375861597263857,4.919980925828125,5.278114659230517,6.536691597591305,6.20455776256869,1,2022,1,14,10,100
2008/2009,bethelsdorp,nelson mandela bay,nelson mandela bay,25.51261,-33.87062,1227,38,853,103,21,0,30,688,21,27,542,272,17,112,87,28,1,792,68,198,9,36,2,323,31,259,0,5,3,68,439,0,830,1228,2420,1259,227,5134,4907,7.113956109566034,7.791935956938058,6.7226297948554485,7.138866999945524,5.429345628954441,8.543835122362658,8.498621805830801,0,2008,0,0,-4,16
2009/2010,bethelsdorp,nelson mandela bay,nelson mandela bay,25.51261,-33.87062,934,30,752,93,21,0,56,560,19,41,465,177,49,103,94,38,1,687,66,200,21,31,1,356,16,273,0,12,0,51,469,1,717,1136,2182,987,235,4540,4305,7.036148493750536,7.688455356549944,6.576469569048224,6.895682697747868,5.4638318050256105,8.420902531097951,8.367764677924308,0,2009,0,1,-3,9
2010/2011,bethelsdorp,nelson mandela bay,nelson mandela bay,25.51261,-33.87062,1058,40,774,81,19,0,49,670,18,31,622,211,11,106,98,32,1,714,55,185,29,20,0,341,28,240,0,13,3,57,369,0,754,1148,2324,1102,236,4810,4574,7.046647277848756,7.751475318021456,6.626717749249025,7.005789019253503,5.4680601411351315,8.478660241699453,8.428361977709622,0,2010,0,2,-2,4
2011/2012,bethelsdorp,nelson mandela bay,nelson mandela bay,25.51261,-33.87062,1073,17,764,89,17,0,61,641,16,18,561,152,16,85,185,60,1,614,66,220,43,29,0,401,29,276,0,11,6,63,342,1,631,1113,2309,1102,330,4854,4524,7.01571242048723,7.745002803515839,6.448889394146858,7.005789019253503,5.802118375377063,8.487764380725425,8.417372856134026,0,2011,0,3,-1,1
2012/2013,bethelsdorp,nelson mandela bay,nelson mandela bay,25.51261,-33.87062,882,38,665,100,18,0,107,793,12,19,553,157,12,43,341,67,1,583,67,161,67,53,0,470,38,224,1,15,2,70,340,0,621,1312,2236,916,452,4916,4464,7.180069874302796,7.71289096149013,6.432940092739179,6.821107472256465,6.115892125483034,8.50045386741194,8.4040244933106,0,2012,1,4,0,0
2013/2014,bethelsdorp,nelson mandela bay,nelson mandela bay,25.51261,-33.87062,784,19,611,126,8,0,85,821,37,31,490,117,17,36,365,64,22,627,68,169,57,52,0,482,20,206,0,8,3,49,354,0,646,1312,2100,823,465,4700,4235,7.180069874302796,7.650168700845001,6.472346294500901,6.714170529909472,6.144185634125646,8.45553053102413,8.351374706721296,0,2013,1,5,1,1
2014/2015,bethelsdorp,nelson mandela bay,nelson mandela bay,25.51261,-33.87062,792,25,592,91,8,0,101,745,51,34,467,92,12,38,388,67,16,587,89,192,49,60,0,455,15,222,0,15,8,81,327,1,612,1262,2008,841,493,4604,4111,7.141245122350491,7.605392364814935,6.418364935936212,6.7357800142423265,6.202535517187923,8.434897948689407,8.321664807135,0,2014,1,6,2,4
2015/2016,bethelsdorp,nelson mandela bay,nelson mandela bay,25.51261,-33.87062,593,19,473,127,8,0,115,594,42,29,377,98,9,31,327,90,2,509,137,116,43,46,0,371,23,152,0,14,2,103,234,1,528,1048,1735,636,448,3867,3419,6.955592608396297,7.459338895220296,6.270988431858299,6.456769655572163,6.1070228877422545,8.260492856573185,8.13739583005665,0,2015,1,7,3,9
2016/2017,bethelsdorp,nelson mandela bay,nelson mandela bay,25.51261,-33.87062,610,27,492,133,2,0,103,511,26,20,408,96,10,37,390,110,22,582,117,114,44,58,0,397,12,134,0,9,7,80,251,1,609,952,1777,639,537,3905,3368,6.859614903654202,7.48324441607385,6.413458957167357,6.461468176353717,6.2878585601617845,8.270269111436624,8.122371243406553,0,2016,1,8,4,16
2017/2018,bethelsdorp,nelson mandela bay,nelson mandela bay,25.51261,-33.87062,538,23,407,201,3,0,58,461,46,22,362,96,8,39,471,156,22,549,127,136,40,112,0,516,28,171,0,9,2,37,184,4,572,742,1880,569,666,3857,3191,6.610696044717759,7.53955882930103,6.35088571671474,6.345636360828596,6.502790045915623,8.257904193465674,8.068402958569699,0,2017,1,9,5,25
2018/2019,bethelsdorp,nelson mandela bay,nelson mandela bay,25.51261,-33.87062,561,28,380,226,4,0,78,404,52,31,399,112,12,36,454,121,27,646,143,117,33,81,0,515,24,152,2,8,4,39,226,5,674,751,1927,600,613,3891,3278,6.62273632394984,7.564238475170491,6.51471269087253,6.398594934535208,6.419994928147142,8.266678443305896,8.095293776844649,0,2018,1,10,6,36
2019/2020,bethelsdorp,nelson mandela bay,nelson mandela bay,25.51261,-33.87062,577,22,378,246,4,0,80,381,30,47,412,107,3,21,477,153,22,606,152,110,14,73,0,363,39,166,0,9,9,39,221,0,628,730,1824,633,651,3838,3187,6.594413459749778,7.509335266016592,6.444131256700441,6.452048954437226,6.480044561926653,8.252967195000798,8.067149039910106,0,2019,1,11,7,49
2020/2021,bethelsdorp,nelson mandela bay,nelson mandela bay,25.51261,-33.87062,374,15,295,221,1,0,79,241,21,62,403,77,5,22,376,84,14,475,151,112,20,49,0,252,29,145,0,10,10,22,156,1,490,508,1544,446,482,2980,2498,6.2324480165505225,7.3427791893318455,6.19644412779452,6.102558594613569,6.180016653652572,8.000014093678072,7.823645930834952,0,2020,1,12,8,64
2021/2022,bethelsdorp,nelson mandela bay,nelson mandela bay,25.51261,-33.87062,505,13,274,95,4,0,83,252,27,93,521,66,5,28,267,54,14,456,89,96,15,29,0,188,29,132,0,6,9,18,107,8,469,469,1365,604,349,2787,2438,6.152732694704104,7.2196420401307355,6.152732694704104,6.405228458030842,5.857933154483459,7.933079771880415,7.79934339821592,0,2021,1,13,9,81
2022/2023,bethelsdorp,nelson mandela bay,nelson mandela bay,25.51261,-33.87062,682,15,350,120,7,0,117,286,37,115,480,54,8,44,267,105,17,405,154,90,23,29,0,194,27,128,0,44,9,17,95,4,420,524,1480,841,416,3261,2845,6.263398262591624,7.300472814267799,6.042632833682381,6.7357800142423265,6.0330862217988015,8.09009578318096,7.953669778649798,0,2022,1,14,10,100
2008/2009,bethlehem,dihlabeng,thabo mofutsanyane,28.30889,-28.23108,843,18,453,15,7,0,226,541,0,163,1007,91,32,44,188,15,1,487,11,109,9,3,0,98,19,147,0,228,118,37,205,0,505,1127,1822,1234,247,4430,4183,7.028201432058005,7.508238774678663,6.226536669287466,7.118826249062078,5.5134287461649825,8.39638057119949,8.339023005744759,0,2008,0,0,-4,16
2009/2010,bethlehem,dihlabeng,thabo mofutsanyane,28.30889,-28.23108,828,11,431,10,9,0,187,696,3,189,990,88,18,43,205,8,1,456,16,121,10,14,1,111,19,160,0,213,134,41,217,2,467,1275,1806,1230,256,4567,4311,7.151485463904735,7.499423290592229,6.148468295917647,7.115582126184454,5.54907608489522,8.426830751335846,8.369157112588834,0,2009,0,1,-3,9
2010/2011,bethlehem,dihlabeng,thabo mofutsanyane,28.30889,-28.23108,760,3,427,16,8,0,195,606,3,204,842,71,8,55,101,8,1,392,18,121,16,12,0,117,19,152,0,177,101,34,180,2,395,1116,1643,1141,164,4064,3900,7.018401799069201,7.404887575616125,5.981414211254481,7.040536390215956,5.10594547390058,8.310169021981912,8.268988209506656,0,2010,0,2,-2,4
2011/2012,bethlehem,dihlabeng,thabo mofutsanyane,28.30889,-28.23108,698,20,427,18,9,0,213,558,1,946,842,73,12,59,99,4,1,401,24,140,24,9,0,129,26,182,0,202,111,65,228,0,421,1175,1695,1846,162,4878,4716,7.069874128458572,7.4360278163518485,6.045005314036012,7.52131798019924,5.093750200806762,8.492695559815838,8.458928283284262,0,2011,0,3,-1,1
2012/2013,bethlehem,dihlabeng,thabo mofutsanyane,28.30889,-28.23108,702,13,439,29,8,0,287,640,6,241,839,83,9,57,100,3,1,405,21,112,14,7,0,103,25,150,0,228,151,53,243,3,418,1374,1664,1171,160,4369,4209,7.226209010100671,7.417580402414544,6.037870919922137,7.066466970136958,5.081404364984463,8.382518288089635,8.345217926676428,0,2012,1,4,0,0
2013/2014,bethlehem,dihlabeng,thabo mofutsanyane,28.30889,-28.23108,618,12,435,21,10,0,207,590,0,197,859,87,12,47,111,4,26,411,25,125,23,9,0,128,33,175,2,170,146,141,288,1,423,1372,1730,985,164,4251,4087,7.224753405767971,7.456454555176209,6.049733455231958,6.893656354602635,5.10594547390058,8.355144739461839,8.31581113188354,0,2013,1,5,1,1
2014/2015,bethlehem,dihlabeng,thabo mofutsanyane,28.30889,-28.23108,661,11,443,23,13,0,178,554,2,234,875,93,8,76,92,7,26,374,21,112,28,12,2,108,22,151,1,189,143,126,335,2,385,1336,1714,1084,176,4310,4134,7.198183577101943,7.44716835960004,5.955837369464831,6.98933526597456,5.176149732573829,8.368925174747135,8.327242607457793,0,2014,1,6,2,4
